Absolute Difference;Difference;Movie Title;MSE without Categories;MSE with Categories;Categories;;;;;;;
0.0734;-0.0734;Faces of Death 4 (1990);3.0443;3.1177;Documentary;Horror;;;;;;
0.0733;-0.0733;Enchanted (2007);1.13;1.2033;Adventure;Animation;Children;Comedy;Fantasy;Musical;Romance;
0.0733;0.0733;Hush... Hush, Sweet Charlotte (1964);0.8949;0.8216;Horror;Thriller;;;;;;
0.0733;-0.0733;Love! Valour! Compassion! (1997);0.7907;0.864;Drama;Romance;;;;;;
0.0733;-0.0733;People Will Talk (1951);0.2926;0.3659;Comedy;Romance;;;;;;
0.0733;0.0733;Beverly Hillbillies, The (1993);1.6231;1.5498;Comedy;;;;;;;
0.0733;-0.0733;Rabid (1977);1.3257;1.399;Horror;Thriller;;;;;;
0.0732;-0.0732;Grifters, The (1990);0.6884;0.7616;Crime;Drama;Film-Noir;;;;;
0.0732;0.0732;And the Band Played On (1993);0.8271;0.7539;Drama;;;;;;;
0.0732;0.0732;Jackass: The Movie (2002);1.5444;1.4712;Action;Comedy;;;;;;
0.0732;-0.0732;How to Make an American Quilt (1995);1.1051;1.1783;Drama;Romance;;;;;;
0.0732;-0.0732;Moulin Rouge (1952);1.7837;1.8569;Drama;;;;;;;
0.0731;0.0731;Derailed (2005);0.8857;0.8126;Drama;Thriller;;;;;;
0.0731;0.0731;Relative Fear (1994);0.7333;0.6602;Horror;Thriller;;;;;;
0.0731;0.0731;Saphead, The (1920);0.6194;0.5463;Comedy;;;;;;;
0.0731;0.0731;Harold & Kumar Escape from Guantanamo Bay (2008);1.0768;1.0037;Adventure;Comedy;;;;;;
0.0731;-0.0731;Cheech & Chong's Next Movie (1980);0.784;0.8571;Comedy;;;;;;;
0.073;0.073;Sidewalks of New York (2001);0.767;0.694;Comedy;Romance;;;;;;
0.073;0.073;Day at the Races, A (1937);0.7731;0.7001;Comedy;Musical;;;;;;
0.073;0.073;Doug's 1st Movie (1999);2.1499;2.0769;Animation;Children;;;;;;
0.073;0.073;Mr. Destiny (1990);0.6794;0.6064;Comedy;Fantasy;;;;;;
0.073;-0.073;Crow: City of Angels, The (1996);1.2957;1.3687;Action;Thriller;;;;;;
0.073;-0.073;Frankenstein Meets the Wolf Man (1943);0.652;0.725;Horror;;;;;;;
0.0729;-0.0729;Ciao, Professore! (Io speriamo che me la cavo) (1992);0.7998;0.8727;Drama;;;;;;;
0.0729;0.0729;New York Minute (2004);1.7667;1.6938;Action;Adventure;Comedy;;;;;
0.0729;-0.0729;Man Who Shot Liberty Valance, The (1962);0.7439;0.8168;Adventure;Crime;Western;;;;;
0.0729;-0.0729;Out of Time (2003);0.883;0.9559;Crime;Drama;Thriller;;;;;
0.0728;0.0728;Topkapi (1964);0.8899;0.8171;Adventure;Comedy;Thriller;;;;;
0.0728;0.0728;Flyboys (2006);1.4555;1.3827;Action;Adventure;Drama;War;;;;
0.0728;0.0728;Night and the City (1950);0.8733;0.8005;Film-Noir;Thriller;;;;;;
0.0727;-0.0727;Slumber Party Massacre III (1990);3.5313;3.604;Horror;;;;;;;
0.0727;0.0727;Fierce Creatures (1997);1.1141;1.0414;Comedy;;;;;;;
0.0727;0.0727;Gunga Din (1939);0.8237;0.751;Adventure;Comedy;War;;;;;
0.0727;-0.0727;Far and Away (1992);1.0261;1.0988;Adventure;Drama;Romance;;;;;
0.0727;-0.0727;Operation Petticoat (1959);0.8016;0.8743;Comedy;War;;;;;;
0.0726;0.0726;Free Willy 2: The Adventure Home (1995);1.6558;1.5832;Adventure;Children;Drama;;;;;
0.0726;0.0726;Event Horizon (1997);1.2457;1.1731;Horror;Sci-Fi;Thriller;;;;;
0.0726;-0.0726;Fear (1996);1.1263;1.1989;Thriller;;;;;;;
0.0725;0.0725;Doctor Zhivago (1965);1.0458;0.9733;Drama;Romance;War;;;;;
0.0725;-0.0725;Consenting Adults (1992);0.159;0.2315;Thriller;;;;;;;
0.0725;-0.0725;Nine Lives (2005);0.9686;1.0411;Drama;;;;;;;
0.0724;-0.0724;Remo Williams: The Adventure Begins (1985);1.0836;1.156;Action;Comedy;Crime;Thriller;;;;
0.0724;-0.0724;Mighty Heart, A (2007);1.1218;1.1942;Drama;Thriller;;;;;;
0.0723;-0.0723;January Man, The (1989);1.5391;1.6114;Comedy;Crime;Mystery;Thriller;;;;
0.0723;-0.0723;Devil and Daniel Johnston, The (2005);0.5031;0.5754;Documentary;;;;;;;
0.0723;-0.0723;Nights of Cabiria (Notti di Cabiria, Le) (1957);0.6923;0.7646;Drama;;;;;;;
0.0722;0.0722;Man for All Seasons, A (1966);1.0114;0.9392;Drama;;;;;;;
0.0722;0.0722;Two Moon Junction (1988);1.4976;1.4254;Drama;Romance;;;;;;
0.0722;-0.0722;Melvin and Howard (1980);0.5749;0.6471;Drama;;;;;;;
0.0721;0.0721;Cannonball Run II (1984);1.2282;1.1561;Action;Comedy;;;;;;
0.0721;-0.0721;Cassandra Crossing, The (1976);0.6594;0.7315;Drama;;;;;;;
0.0721;-0.0721;Savannah Smiles (1982);0.2612;0.3333;Comedy;;;;;;;
0.0721;-0.0721;Bachelor, The (1999);1.457;1.5291;Comedy;Romance;;;;;;
0.072;-0.072;Computer Wore Tennis Shoes, The (1969);1.0683;1.1403;Children;Comedy;;;;;;
0.072;-0.072;Cure (1997);0.5651;0.6371;Crime;Horror;Thriller;;;;;
0.072;0.072;Earth Girls Are Easy (1989);1.0955;1.0235;Comedy;Musical;Sci-Fi;;;;;
0.0719;-0.0719;We're Back! A Dinosaur's Story (1993);0.8871;0.959;Adventure;Animation;Children;Fantasy;;;;
0.0719;-0.0719;Ringu 2 (a.k.a. Ring 2) (1999);0.8728;0.9447;Horror;Mystery;;;;;;
0.0718;0.0718;Barbarella (1968);1.2376;1.1658;Adventure;Sci-Fi;;;;;;
0.0717;-0.0717;Return of the Living Dead, The (1985);0.8655;0.9372;Comedy;Horror;Sci-Fi;;;;;
0.0717;0.0717;Verdict, The (1982);0.5257;0.454;Drama;Mystery;;;;;;
0.0715;0.0715;Babette's Feast (Babettes gstebud) (1987);0.9851;0.9136;Drama;;;;;;;
0.0715;0.0715;Redbelt (2008);0.8836;0.8121;Action;Drama;;;;;;
0.0715;-0.0715;Dreaming of Joseph Lees (1999);0.0282;0.0997;Drama;Romance;;;;;;
0.0714;0.0714;Teddy Bears' Picnic (2001);3.0407;2.9693;Comedy;;;;;;;
0.0714;0.0714;Dragonslayer (1981);0.9837;0.9123;Action;Adventure;Fantasy;;;;;
0.0714;0.0714;Heaven (2002);0.6741;0.6027;Drama;;;;;;;
0.0714;-0.0714;Trespass (1992);0.4183;0.4897;Action;Crime;Thriller;;;;;
0.0713;-0.0713;Harder They Come, The (1973);0.6666;0.7379;Action;Crime;Drama;;;;;
0.0712;0.0712;Hanging Up (2000);1.3216;1.2504;Comedy;Drama;;;;;;
0.0712;0.0712;Sexy Beast (2000);0.8904;0.8192;Comedy;Crime;Drama;;;;;
0.0712;-0.0712;Captain Ron (1992);1.0843;1.1555;Adventure;Comedy;;;;;;
0.0711;0.0711;Reluctant Astronaut, The (1967);1.5709;1.4998;Comedy;;;;;;;
0.071;-0.071;Avalanche (1978);2.9903;3.0613;Action;;;;;;;
0.071;-0.071;Road to El Dorado, The (2000);0.8047;0.8757;Animation;Children;;;;;;
0.0709;0.0709;Flashpoint (1984);0.9935;0.9226;Action;Adventure;Crime;Mystery;Thriller;;;
0.0709;0.0709;Letter From Death Row, A (1998);6.6602;6.5893;Crime;Drama;;;;;;
0.0709;0.0709;In Cold Blood (1967);0.6677;0.5968;Crime;Drama;;;;;;
0.0709;0.0709;Watch on the Rhine (1943);0.691;0.6201;Drama;;;;;;;
0.0709;-0.0709;Germinal (1993);1.0053;1.0762;Drama;;;;;;;
0.0709;-0.0709;Dark Star (1974);0.9458;1.0167;Comedy;Sci-Fi;Thriller;;;;;
0.0708;-0.0708;Tom and Huck (1995);1.1332;1.204;Adventure;Children;;;;;;
0.0708;-0.0708;Gentlemen Prefer Blondes (1953);0.6562;0.727;Comedy;Musical;Romance;;;;;
0.0708;-0.0708;Young at Heart (1954);0.312;0.3828;Drama;Musical;Romance;;;;;
0.0708;-0.0708;Hiroshima Mon Amour (1959);0.8591;0.9299;Drama;Romance;War;;;;;
0.0708;-0.0708;Blackboard Jungle (1955);0.6731;0.7439;Drama;;;;;;;
0.0707;0.0707;Hercules (1997);1.0021;0.9314;Adventure;Animation;Children;Comedy;Musical;;;
0.0707;0.0707;Something Wild (1986);0.9296;0.8589;Comedy;Crime;Drama;;;;;
0.0707;-0.0707;Stars and Bars (1988);0.8942;0.9649;Comedy;;;;;;;
0.0707;0.0707;Black Dahlia, The (2006);1.0289;0.9582;Crime;Drama;Mystery;Thriller;;;;
0.0706;0.0706;Exit Wounds (2001);1.2213;1.1507;Action;Thriller;;;;;;
0.0706;-0.0706;Heartbreak Ridge (1986);0.5499;0.6205;Action;War;;;;;;
0.0706;-0.0706;Desk Set (1957);0.8383;0.9089;Comedy;Romance;;;;;;
0.0705;0.0705;Apostle, The (1997);0.7157;0.6452;Drama;;;;;;;
0.0705;0.0705;Salaam Bombay! (1988);0.5778;0.5073;Drama;;;;;;;
0.0705;-0.0705;Invincible (2006);0.6583;0.7288;Drama;;;;;;;
0.0705;0.0705;Lizzie McGuire Movie, The (2003);1.8659;1.7954;Children;Comedy;Romance;;;;;
0.0704;-0.0704;Rudy (1993);1.1033;1.1737;Drama;;;;;;;
0.0704;-0.0704;Cook the Thief His Wife & Her Lover, The (1989);1.2711;1.3415;Drama;;;;;;;
0.0704;-0.0704;Where the Buffalo Roam (1980);0.9333;1.0037;Comedy;;;;;;;
0.0704;-0.0704;Bread and Tulips (Pane e Tulipani) (2000);0.6045;0.6749;Comedy;Romance;;;;;;
0.0704;-0.0704;Shut Up & Sing (2006);0.5203;0.5907;Documentary;;;;;;;
0.0704;-0.0704;Someone to Watch Over Me (1987);0.3915;0.4619;Action;Crime;Thriller;;;;;
0.0704;-0.0704;Keeping Mum (2005);0.5983;0.6687;Comedy;Drama;Film-Noir;;;;;
0.0703;0.0703;Josie and the Pussycats (2001);1.7055;1.6352;Comedy;;;;;;;
0.0703;-0.0703;Gate, The (1987);1.2909;1.3612;Horror;;;;;;;
0.0702;-0.0702;American Gigolo (1980);1.0004;1.0706;Drama;;;;;;;
0.0702;-0.0702;Coffee and Cigarettes (2003);0.9073;0.9775;Comedy;Drama;;;;;;
0.0702;-0.0702;Pirates of Penzance, The (1983);0.6867;0.7569;Adventure;Comedy;Musical;Romance;;;;
0.0702;-0.0702;Boot Camp (2007);0.0072;0.0774;Thriller;;;;;;;
0.0702;-0.0702;Tough Guys (1986);0.4885;0.5587;Comedy;;;;;;;
0.0702;0.0702;Wordplay (2006);0.7424;0.6722;Documentary;;;;;;;
0.0701;0.0701;Elmer Gantry (1960);0.6427;0.5726;Drama;;;;;;;
0.0701;0.0701;Hell's Kitchen (1998);2.0861;2.016;Drama;;;;;;;
0.0701;-0.0701;Heaven's Prisoners (1996);0.4723;0.5424;Crime;Thriller;;;;;;
0.0701;-0.0701;Ring (Ringu) (1998);0.9788;1.0489;Horror;Mystery;Thriller;;;;;
0.07;0.07;Elvira, Mistress of the Dark (1988);1.6564;1.5864;Comedy;Horror;;;;;;
0.0699;0.0699;Business of Strangers, The (2001);0.3074;0.2375;Action;Drama;Thriller;;;;;
0.0699;-0.0699;...And Justice for All (1979);0.4401;0.51;Drama;Thriller;;;;;;
0.0699;-0.0699;Owning Mahowny (2003);0.4777;0.5476;Crime;Drama;Thriller;;;;;
0.0699;-0.0699;Moolaad (2004);0.5644;0.6343;Drama;;;;;;;
0.0698;0.0698;Deep Blue (2003);2.0223;1.9525;Documentary;;;;;;;
0.0698;-0.0698;Autumn in New York (2000);1.541;1.6108;Drama;Romance;;;;;;
0.0698;-0.0698;Greatest Show on Earth, The (1952);0.4875;0.5573;Drama;;;;;;;
0.0698;0.0698;Sliding Doors (1998);0.9722;0.9024;Drama;Romance;;;;;;
0.0698;0.0698;Primary Colors (1998);0.9618;0.892;Comedy;Drama;;;;;;
0.0698;-0.0698;Gotcha! (1985);0.8591;0.9289;Comedy;;;;;;;
0.0697;-0.0697;Octagon, The (1980);1.8153;1.885;Action;;;;;;;
0.0697;-0.0697;Jonah: A VeggieTales Movie (2002);1.2886;1.3583;Animation;Children;Musical;;;;;
0.0697;0.0697;Romper Stomper (1992);0.9154;0.8457;Action;Drama;;;;;;
0.0697;-0.0697;Enemy Below, The (1957);0.8072;0.8769;Action;Drama;War;;;;;
0.0696;0.0696;Flirt (1995);1.5755;1.5059;Drama;;;;;;;
0.0695;0.0695;Chicken Little (2005);0.9936;0.9241;Action;Adventure;Animation;Children;Comedy;Sci-Fi;;
0.0694;0.0694;Nutty Professor II: The Klumps (2000);1.8123;1.7429;Comedy;;;;;;;
0.0694;-0.0694;Ernest Goes to Camp (1987);1.4562;1.5256;Comedy;;;;;;;
0.0694;0.0694;Eight Below (2006);0.7919;0.7225;Action;Adventure;Drama;;;;;
0.0694;-0.0694;Cutting Edge, The (1992);1.0622;1.1316;Comedy;Drama;Romance;;;;;
0.0693;0.0693;Care Bears Movie II: A New Generation (1986);2.0956;2.0263;Animation;Children;;;;;;
0.0693;0.0693;Shop on Main Street, The (Obchod na korze) (1965);0.889;0.8197;Drama;;;;;;;
0.0693;0.0693;Species II (1998);1.4645;1.3952;Horror;Sci-Fi;;;;;;
0.0693;-0.0693;Phantom of the Paradise (1974);0.5753;0.6446;Comedy;Horror;Musical;;;;;
0.0693;-0.0693;Rookie, The (2002);0.9679;1.0372;Drama;;;;;;;
0.0693;-0.0693;All I Want for Christmas (1991);1.7236;1.7929;Children;Comedy;;;;;;
0.0691;0.0691;Lawn Dogs (1997);0.7608;0.6917;Drama;;;;;;;
0.0691;-0.0691;Rage in Harlem, A (1991);0.5464;0.6155;Crime;;;;;;;
0.0691;0.0691;Wings of Desire (Der Himmel ber Berlin) (1987);0.9064;0.8373;Comedy;Drama;Fantasy;Romance;;;;
0.0691;-0.0691;Mrs. Miniver (1942);1.246;1.3151;Drama;War;;;;;;
0.069;0.069;Black Christmas (1974);1.6301;1.5611;Comedy;Horror;Mystery;Thriller;;;;
0.069;-0.069;Dune (2000);0.8663;0.9353;Drama;Fantasy;Sci-Fi;;;;;
0.0689;0.0689;Ash Wednesday (2002);1.5542;1.4853;Crime;Drama;;;;;;
0.0686;0.0686;Free Willy 3: The Rescue (1997);1.4967;1.4281;Adventure;Children;Drama;;;;;
0.0686;0.0686;Scarecrow (1973);1.0686;1;Drama;;;;;;;
0.0685;-0.0685;Cookie's Fortune (1999);0.605;0.6735;Comedy;Drama;;;;;;
0.0684;0.0684;Richard Pryor Live on the Sunset Strip (1982);0.9587;0.8903;Comedy;Documentary;;;;;;
0.0684;0.0684;Brigadoon (1954);0.8723;0.8039;Fantasy;Musical;Romance;;;;;
0.0683;0.0683;Saving Face (2004);0.9151;0.8468;Comedy;Drama;Romance;;;;;
0.0683;-0.0683;Look Both Ways (2005);0.3892;0.4575;Drama;;;;;;;
0.0683;-0.0683;Simpsons Movie, The (2007);0.8932;0.9615;Animation;Comedy;;;;;;
0.0682;0.0682;Earthquake (1974);1.1303;1.0621;Action;Drama;Thriller;;;;;
0.0682;0.0682;Super Troopers (2001);1.1777;1.1095;Comedy;Crime;;;;;;
0.0682;0.0682;City by the Sea (2002);0.6911;0.6229;Crime;Drama;;;;;;
0.0682;-0.0682;Amandla! A Revolution In Four Part Harmony (2002);1.5247;1.5929;Documentary;Musical;;;;;;
0.0682;0.0682;Party, The (1968);0.7906;0.7224;Comedy;;;;;;;
0.0681;0.0681;Man in the Iron Mask, The (1998);0.9506;0.8825;Action;Adventure;Drama;;;;;
0.0681;-0.0681;Picture of Dorian Gray, The (1945);0.6432;0.7113;Drama;Fantasy;Horror;;;;;
0.0681;-0.0681;Red Dawn (1984);0.8849;0.953;Action;Drama;War;;;;;
0.068;0.068;Deathtrap (1982);0.7536;0.6856;Comedy;Crime;Mystery;Thriller;;;;
0.068;-0.068;D.E.B.S. (2004);1.0592;1.1272;Action;Comedy;;;;;;
0.068;0.068;It Came from Beneath the Sea (1955);0.4581;0.3901;Sci-Fi;;;;;;;
0.0679;-0.0679;Kazaam (1996);1.9728;2.0407;Children;Comedy;Fantasy;;;;;
0.0679;-0.0679;Mediterraneo (1991);0.9861;1.054;Comedy;Drama;War;;;;;
0.0679;-0.0679;Three Burials of Melquiades Estrada, The (2006);0.6229;0.6908;Action;Adventure;Crime;Drama;Western;;;
0.0678;0.0678;Cry, the Beloved Country (1995);0.7931;0.7253;Drama;;;;;;;
0.0678;-0.0678;Captain Horatio Hornblower (1951);0.5819;0.6497;Action;Adventure;Drama;War;;;;
0.0678;-0.0678;Random Harvest (1942);1.143;1.2108;Drama;Romance;;;;;;
0.0678;0.0678;History of the World: Part I (1981);0.9115;0.8437;Comedy;Musical;;;;;;
0.0678;-0.0678;Sgt. Bilko (1996);1.433;1.5008;Comedy;;;;;;;
0.0677;-0.0677;Platinum Blonde (1931);0.8189;0.8866;Comedy;Romance;;;;;;
0.0676;0.0676;Wake Island (1942);1.6169;1.5493;Drama;War;;;;;;
0.0676;-0.0676;Halloween H20: 20 Years Later (1998);1.4724;1.54;Horror;Thriller;;;;;;
0.0676;0.0676;Desert Rats, The (1953);0.8178;0.7502;Drama;War;;;;;;
0.0676;0.0676;Ossessione (1943);0.8665;0.7989;Drama;;;;;;;
0.0676;-0.0676;In the Company of Men (1997);0.7685;0.8361;Comedy;Drama;;;;;;
0.0676;-0.0676;Cowboy Way, The (1994);1.308;1.3756;Action;Comedy;Drama;;;;;
0.0675;0.0675;8 Women (8 femmes) (2002);1.005;0.9375;Comedy;Crime;Musical;Mystery;;;;
0.0675;-0.0675;Where the Heart Is (2000);1.0781;1.1456;Comedy;Drama;;;;;;
0.0674;-0.0674;Fiendish Plot of Dr. Fu Manchu, The (1980);1.2711;1.3385;Comedy;;;;;;;
0.0674;0.0674;Marjorie Morningstar (1958);0.8527;0.7853;Drama;;;;;;;
0.0674;0.0674;Zelary (2003);0.6449;0.5775;Drama;Romance;;;;;;
0.0674;-0.0674;Castle, The (1997);0.617;0.6844;Comedy;;;;;;;
0.0674;-0.0674;Lucky Numbers (2000);0.7522;0.8196;Comedy;Drama;;;;;;
0.0673;0.0673;Courage Under Fire (1996);0.8762;0.8089;Drama;War;;;;;;
0.0673;0.0673;Working Girl (1988);0.9738;0.9065;Comedy;Drama;Romance;;;;;
0.0673;-0.0673;Erik the Viking (1989);0.8528;0.9201;Adventure;Comedy;Fantasy;;;;;
0.0673;-0.0673;Dry Cleaning (Nettoyage  sec) (1997);0.0831;0.1504;Drama;;;;;;;
0.0673;0.0673;I Still Know What You Did Last Summer (1998);1.7056;1.6383;Horror;Mystery;Thriller;;;;;
0.0673;-0.0673;That's Entertainment, Part II (1976);1.7029;1.7702;Documentary;;;;;;;
0.0672;0.0672;Cosi (1996);1.2938;1.2266;Comedy;;;;;;;
0.0672;-0.0672;Edge of Seventeen (1998);1.2749;1.3421;Comedy;Drama;Romance;;;;;
0.0672;-0.0672;Love Serenade (1996);0.5051;0.5723;Comedy;;;;;;;
0.0672;-0.0672;Thousand Acres, A (1997);0.3924;0.4596;Drama;;;;;;;
0.0672;0.0672;Convoy (1978);1.1693;1.1021;Action;Comedy;Drama;;;;;
0.0671;-0.0671;Best Man, The (Il Testimone dello sposo) (1997);1.1197;1.1868;Comedy;Drama;Romance;;;;;
0.0671;-0.0671;Contender, The (2000);0.661;0.7281;Drama;;;;;;;
0.067;0.067;Any Given Sunday (1999);0.9995;0.9325;Drama;;;;;;;
0.067;-0.067;Gunner Palace (2004);0.605;0.672;Documentary;War;;;;;;
0.067;-0.067;Everybody's All-American (1988);0.3872;0.4542;Romance;;;;;;;
0.067;-0.067;Miss Potter (2006);0.7223;0.7893;Drama;;;;;;;
0.0669;-0.0669;Awful Truth, The (1937);0.8029;0.8698;Comedy;Romance;;;;;;
0.0669;-0.0669;Open Range (2003);0.7411;0.808;Western;;;;;;;
0.0669;-0.0669;Summer Storm (Sommersturm) (2004);0.2561;0.323;Drama;Romance;;;;;;
0.0669;0.0669;Meet Wally Sparks (1997);1.8684;1.8015;Comedy;;;;;;;
0.0669;0.0669;Guess Who (2005);1.0769;1.01;Comedy;Romance;;;;;;
0.0669;-0.0669;Cobb (1994);1.0985;1.1654;Drama;;;;;;;
0.0669;-0.0669;In the Mouth of Madness (1995);0.9714;1.0383;Horror;Thriller;;;;;;
0.0669;-0.0669;Night of the Creeps (1986);1.159;1.2259;Comedy;Horror;Sci-Fi;;;;;
0.0667;0.0667;Mother Night (1996);0.4817;0.415;Drama;;;;;;;
0.0667;0.0667;Metropolis (2001);0.8543;0.7876;Animation;Sci-Fi;;;;;;
0.0667;0.0667;Woodstock (1970);0.8703;0.8036;Documentary;Musical;;;;;;
0.0667;-0.0667;Steamboat Willie (1928);1.1008;1.1675;Animation;Children;Comedy;Musical;;;;
0.0667;-0.0667;All the Queen's Men (2001);2.391;2.4577;Comedy;War;;;;;;
0.0666;-0.0666;Le Mans (1971);0.9852;1.0518;Action;Adventure;;;;;;
0.0666;0.0666;Being Julia (2004);0.5592;0.4926;Comedy;Drama;;;;;;
0.0666;-0.0666;Oxygen (1999);0.9092;0.9758;Crime;Drama;Thriller;;;;;
0.0665;-0.0665;Mysterious Skin (2004);0.7639;0.8304;Drama;Mystery;;;;;;
0.0665;-0.0665;Bad Guy (Nabbeun namja) (2001);1.3808;1.4473;Drama;;;;;;;
0.0665;-0.0665;Grisbi (Touchez pas au grisbi) (1954);0.5627;0.6292;Crime;Drama;Thriller;;;;;
0.0664;-0.0664;Rocky V (1990);1.3678;1.4342;Action;Drama;;;;;;
0.0664;-0.0664;New Waterford Girl (1999);1.5853;1.6517;Comedy;;;;;;;
0.0663;0.0663;Searching for Bobby Fischer (1993);0.6453;0.579;Drama;;;;;;;
0.0663;-0.0663;Talk Radio (1988);0.7531;0.8194;Drama;;;;;;;
0.0663;0.0663;Tetsuo, the Ironman (Tetsuo) (1988);0.9994;0.9331;Action;Horror;Sci-Fi;Thriller;;;;
0.0662;0.0662;Manufacturing Consent: Noam Chomsky and the Media (1992);0.7325;0.6663;Documentary;War;;;;;;
0.0662;-0.0662;In Crowd, The (2000);0.6764;0.7426;Thriller;;;;;;;
0.0662;0.0662;Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976);0.3445;0.2783;Comedy;;;;;;;
0.0661;0.0661;Muse, The (1999);0.6623;0.5962;Comedy;Drama;;;;;;
0.0661;0.0661;Psycho III (1986);1.1769;1.1108;Horror;Thriller;;;;;;
0.0661;0.0661;Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954);1.0097;0.9436;Action;Adventure;Drama;;;;;
0.0661;-0.0661;Passion of the Christ, The (2004);1.811;1.8771;Drama;;;;;;;
0.0661;-0.0661;Killing of Sister George, The (1968);0.1002;0.1663;Drama;;;;;;;
0.0661;0.0661;Autism: The Musical (2007);0.211;0.1449;Documentary;;;;;;;
0.0661;-0.0661;Jezebel (1938);0.4662;0.5323;Drama;;;;;;;
0.0661;0.0661;Waiting Game, The (2000);0.7323;0.6662;Comedy;;;;;;;
0.066;0.066;Blood and Wine (a.k.a. Blood & Wine) (1996);0.8153;0.7493;Crime;Drama;Thriller;;;;;
0.066;0.066;Alice Doesn't Live Here Anymore (1974);0.8415;0.7755;Drama;Romance;;;;;;
0.066;0.066;Ironweed (1987);0.5858;0.5198;Drama;;;;;;;
0.0659;-0.0659;Small Time Crooks (2000);0.6823;0.7482;Comedy;;;;;;;
0.0658;0.0658;Inside (1996);7.6138;7.548;Action;;;;;;;
0.0658;0.0658;High and the Mighty, The (1954);1.3886;1.3228;Adventure;Drama;;;;;;
0.0658;0.0658;Killing Me Softly (2002);1.5058;1.44;Drama;Mystery;Romance;Thriller;;;;
0.0658;0.0658;Bananas (1971);0.8234;0.7576;Comedy;War;;;;;;
0.0658;-0.0658;Father Goose (1964);0.5747;0.6405;Comedy;Romance;War;;;;;
0.0657;0.0657;Emperor's New Groove, The (2000);1.0837;1.018;Adventure;Animation;Children;Comedy;Fantasy;;;
0.0657;0.0657;Chopper (2000);0.8161;0.7504;Drama;Thriller;;;;;;
0.0657;-0.0657;Dennis the Menace (1993);1.4416;1.5073;Comedy;;;;;;;
0.0657;0.0657;Time After Time (1979);0.6783;0.6126;Sci-Fi;Thriller;;;;;;
0.0656;0.0656;Rude Boy (1980);1.3479;1.2823;Documentary;Drama;;;;;;
0.0656;-0.0656;Phantasm II (1988);1.1419;1.2075;Horror;;;;;;;
0.0656;0.0656;Wolves (1999);0.1709;0.1053;Documentary;IMAX;;;;;;
0.0656;0.0656;I Am Dina (2002);0.9926;0.927;Crime;Drama;Mystery;Romance;;;;
0.0655;0.0655;My Life as a Dog (Mitt liv som hund) (1985);0.6202;0.5547;Comedy;Drama;;;;;;
0.0655;0.0655;Falcon and the Snowman, The (1985);0.7903;0.7248;Drama;Thriller;;;;;;
0.0655;-0.0655;Summer Rental (1985);0.8034;0.8689;Comedy;;;;;;;
0.0655;0.0655;Hotel New Hampshire, The (1984);1.2469;1.1814;Drama;;;;;;;
0.0654;0.0654;Diva (1981);1.1059;1.0405;Action;Drama;Mystery;Romance;Thriller;;;
0.0654;-0.0654;Daylight (1996);1.1337;1.1991;Action;Adventure;Drama;Thriller;;;;
0.0654;0.0654;Alien Nation (1988);0.8147;0.7493;Crime;Drama;Sci-Fi;;;;;
0.0654;0.0654;Winchester '73 (1950);0.8689;0.8035;Western;;;;;;;
0.0654;-0.0654;Glory Road (2006);0.5876;0.653;Drama;;;;;;;
0.0654;0.0654;Siam Sunset (1999);0.1353;0.0699;Comedy;;;;;;;
0.0654;0.0654;Lost in Yonkers (1993);0.3732;0.3078;Comedy;Drama;;;;;;
0.0653;0.0653;Zombie Lake (Le Lac des morts vivants) (1981);3.2484;3.1831;Horror;;;;;;;
0.0653;-0.0653;Thunderball (1965);0.5771;0.6424;Action;Adventure;Thriller;;;;;
0.0652;0.0652;Brubaker (1980);1.1462;1.081;Crime;Drama;;;;;;
0.0652;-0.0652;Invasion, The (2007);1.5693;1.6345;Action;Drama;Horror;Sci-Fi;Thriller;;;
0.0652;0.0652;Player's Club, The (1998);0.4312;0.366;Comedy;Drama;;;;;;
0.0652;0.0652;Heiress, The (1949);0.6167;0.5515;Drama;Romance;;;;;;
0.0652;0.0652;Redemption: The Stan Tookie Williams Story (2004);0.5157;0.4505;Crime;Documentary;Drama;;;;;
0.0652;0.0652;Madness of King George, The (1994);0.8886;0.8234;Comedy;Drama;;;;;;
0.0652;0.0652;Divided We Fall (Musme si pomhat) (2000);0.9206;0.8554;Comedy;Drama;;;;;;
0.0652;-0.0652;Good Man in Africa, A (1994);1.2279;1.2931;Action;Adventure;;;;;;
0.0651;-0.0651;M (1931);0.7792;0.8443;Crime;Film-Noir;Thriller;;;;;
0.0651;-0.0651;Pit and the Pendulum (1961);0.4224;0.4875;Horror;;;;;;;
0.0651;-0.0651;Pat Garrett and Billy the Kid (1973);0.7518;0.8169;Western;;;;;;;
0.065;-0.065;Born Rich (2003);0.3915;0.4565;Documentary;;;;;;;
0.065;0.065;Seconds (1966);0.6061;0.5411;Mystery;Sci-Fi;Thriller;;;;;
0.065;-0.065;Whatever It Takes (2000);0.9983;1.0633;Comedy;Romance;;;;;;
0.0649;0.0649;Thief of Bagdad, The (1924);0.8272;0.7623;Action;Adventure;Fantasy;;;;;
0.0649;-0.0649;Snake Pit, The (1948);0.3473;0.4122;Drama;;;;;;;
0.0649;0.0649;Sherlock Holmes and the Voice of Terror (1942);1.7861;1.7212;Crime;Mystery;;;;;;
